#	top	0.001
08578517	_derivationally_related_form	02661574
anomaly:	02344568	_derivationally_related_form	02764765
anomaly:	00332445	_derivationally_related_form	06630627
anomaly:	00575970	_hypernym	00785962
anomaly:	13268146	_derivationally_related_form	13515958
anomaly:	02345856	_derivationally_related_form	07172557
anomaly:	01925372	_derivationally_related_form	00247792
anomaly:	03195485	_derivationally_related_form	01215392
anomaly:	01623792	_hypernym	06639674
anomaly:	00956687	_derivationally_related_form	02143539
anomaly:	00328128	_hypernym	05767733
anomaly:	01645421	_hypernym	09973422
anomaly:	01346978	_hypernym	03916720
anomaly:	05785311	_hypernym	01285440
anomaly:	02979662	_derivationally_related_form	02155248
anomaly:	05837370	_derivationally_related_form	00164201
anomaly:	03102859	_derivationally_related_form	01161290
anomaly:	00744070	_derivationally_related_form	00538571
anomaly:	04046974	_derivationally_related_form	02142626
anomaly:	00376715	_derivationally_related_form	05833840
anomaly:	00400083	_derivationally_related_form	07308889
anomaly:	00211462	_derivationally_related_form	04666837
anomaly:	00296585	_derivationally_related_form	13423615
anomaly:	05555917	_derivationally_related_form	05933246
anomaly:	02519555	_derivationally_related_form	08398179
anomaly:	07723559	_hypernym	05701944
anomaly:	10595647	_derivationally_related_form	00164152
anomaly:	02486787	_derivationally_related_form	13660619
anomaly:	00093163	_derivationally_related_form	11253802
anomaly:	02384686	_derivationally_related_form	08348400
anomaly:	01966204	_hypernym	08211290
anomaly:	07528212	_derivationally_related_form	14031108
anomaly:	01240514	_derivationally_related_form	00165942
anomaly:	11694664	_derivationally_related_form	13845838
anomaly:	00200397	_hypernym	11555413
anomaly:	03330947	_derivationally_related_form	05700401
anomaly:	06552984	_derivationally_related_form	00327031
anomaly:	00184802	_hypernym	02603673
anomaly:	13566535	_derivationally_related_form	13207923
anomaly:	05372290	_derivationally_related_form	01808769
14774894	_hypernym	14774699
anomaly:	01550429	_hypernym	00023271
anomaly:	04939324	_derivationally_related_form	10381214
anomaly:	00863906	_derivationally_related_form	02670890
anomaly:	02351870	_hypernym	05930736
anomaly:	11420139	_hypernym	12653762
anomaly:	02907473	_derivationally_related_form	13137409
anomaly:	04709253	_hypernym	02563182
anomaly:	02093390	_derivationally_related_form	00602255
anomaly:	02604014	_hypernym	00240184
anomaly:	03526805	_hypernym	02721160
anomaly:	03258730	_derivationally_related_form	13054560
anomaly:	04706290	_derivationally_related_form	08030481
anomaly:	05060189	_derivationally_related_form	07814925
anomaly:	01547001	_derivationally_related_form	00771490
anomaly:	00380083	_derivationally_related_form	09627906
anomaly:	00276214	_derivationally_related_form	05532641
anomaly:	01915414	_derivationally_related_form	00034574
anomaly:	03671272	_hypernym	00322847
anomaly:	00321148	_derivationally_related_form	02702120
03125352	_hypernym	03894762
anomaly:	06764867	_derivationally_related_form	05657718
anomaly:	01965806	_hypernym	01867502
anomaly:	10457597	_derivationally_related_form	00196084
anomaly:	08822855	_member_meronym	02159955
anomaly:	00410247	_derivationally_related_form	02459173
anomaly:	02686952	_hypernym	05952979
anomaly:	02304648	_derivationally_related_form	14959644
anomaly:	00036580	_derivationally_related_form	06416206
anomaly:	02018207	_derivationally_related_form	02519991
anomaly:	02869097	_derivationally_related_form	10118844
anomaly:	02852920	_derivationally_related_form	05919034
anomaly:	08192361	_hypernym	13594585
anomaly:	09798534	_hypernym	12212361
anomaly:	00381326	_derivationally_related_form	14359952
anomaly:	00599472	_derivationally_related_form	13458571
anomaly:	00093327	_derivationally_related_form	11732857
anomaly:	04960582	_hypernym	00987071
anomaly:	09863749	_hypernym	12075495
anomaly:	05404336	_derivationally_related_form	00053913
anomaly:	04758452	_derivationally_related_form	00756331
anomaly:	00335814	_derivationally_related_form	04728786
anomaly:	00141396	_derivationally_related_form	02077656
anomaly:	00082870	_hypernym	12008252
anomaly:	05876469	_derivationally_related_form	13451804
anomaly:	08438533	_derivationally_related_form	07447022
anomaly:	08806897	_derivationally_related_form	05020358
anomaly:	00192051	_hypernym	12476510
anomaly:	02709906	_derivationally_related_form	13253255
anomaly:	01482887	_derivationally_related_form	02811936
anomaly:	02306462	_derivationally_related_form	00555983
anomaly:	12722884	_derivationally_related_form	01345877
anomaly:	09619824	_hypernym	02583567
anomaly:	11168974	_derivationally_related_form	01313411
anomaly:	10000787	_derivationally_related_form	00269963
00826789	_hypernym	00825443
anomaly:	03062280	_derivationally_related_form	01109863
anomaly:	04373894	_derivationally_related_form	02535896
anomaly:	01014066	_hypernym	11288216
anomaly:	12164065	_derivationally_related_form	01163779
04814872	_hypernym	04814238
anomaly:	05658826	_derivationally_related_form	00612160
anomaly:	02672859	_hypernym	00952963
anomaly:	14379130	_hypernym	12160490
02347220	_derivationally_related_form	02463205
anomaly:	09991867	_hypernym	03182232
anomaly:	10648033	_hypernym	05733583
anomaly:	01253060	_derivationally_related_form	04807776
anomaly:	01626844	_derivationally_related_form	12628356
anomaly:	12443323	_derivationally_related_form	10057714
anomaly:	04952570	_derivationally_related_form	09879144
anomaly:	12588156	_has_part	04021798
anomaly:	08780282	_derivationally_related_form	03236735
anomaly:	01061017	_derivationally_related_form	00575970
anomaly:	04248607	_derivationally_related_form	05199286
anomaly:	00507485	_hypernym	04758452
anomaly:	09059274	_has_part	00346714
anomaly:	04769456	_hypernym	01856626
anomaly:	01134522	_derivationally_related_form	14449126
anomaly:	04628080	_hypernym	02343487
anomaly:	02588122	_hypernym	03814906
anomaly:	12760132	_hypernym	00284930
anomaly:	02330742	_derivationally_related_form	04977561
anomaly:	01183373	_synset_domain_topic_of	01568630
anomaly:	00955601	_derivationally_related_form	02515214
anomaly:	06713930	_hypernym	13954253
anomaly:	01086945	_hypernym	02176261
anomaly:	00213794	_derivationally_related_form	01299758
anomaly:	01447257	_derivationally_related_form	05648459
anomaly:	08046346	_derivationally_related_form	06796642
anomaly:	05806855	_hypernym	02171869
anomaly:	09994943	_derivationally_related_form	02173513
anomaly:	07351612	_derivationally_related_form	09750891
anomaly:	00442115	_derivationally_related_form	05652396
anomaly:	08822855	_derivationally_related_form	01315213
anomaly:	11416534	_derivationally_related_form	01790383
anomaly:	01288201	_derivationally_related_form	12482031
anomaly:	08623927	_derivationally_related_form	07295047
anomaly:	00813790	_hypernym	05050115
anomaly:	01468238	_hypernym	01023820
04868505	_hypernym	04868148
anomaly:	02450505	_derivationally_related_form	02379528
anomaly:	01006675	_derivationally_related_form	04708113
anomaly:	02631238	_derivationally_related_form	07320302
anomaly:	03716327	_derivationally_related_form	00072012
anomaly:	12060816	_derivationally_related_form	02262278
anomaly:	03462747	_has_part	06435651
anomaly:	02499434	_verb_group	00975584
anomaly:	09854915	_hypernym	01577635
anomaly:	01040646	_derivationally_related_form	02588286
anomaly:	08858942	_member_meronym	01389507
anomaly:	14322699	_derivationally_related_form	01886045
anomaly:	01966797	_hypernym	00142191
anomaly:	02053425	_hypernym	00874621
anomaly:	12545635	_hypernym	00191142
anomaly:	12839409	_member_meronym	09044190
anomaly:	02835887	_derivationally_related_form	02280132
anomaly:	01108627	_derivationally_related_form	02553428
anomaly:	02306433	_hypernym	00063652
00291286	_hypernym	02767308
anomaly:	00147815	_derivationally_related_form	01632411
anomaly:	14064044	_member_meronym	12859488
anomaly:	13994456	_hypernym	10217831
04886402	_hypernym	04886101
01594978	_also_see	02587239
anomaly:	00740577	_member_meronym	09717047
anomaly:	15010703	_derivationally_related_form	02198014
12635955	_hypernym	12635744
anomaly:	06777794	_hypernym	13203842
anomaly:	02758399	_hypernym	06367107
anomaly:	10502329	_derivationally_related_form	00133668
anomaly:	05786184	_hypernym	12844939
anomaly:	01177033	_hypernym	01351754
anomaly:	06333653	_derivationally_related_form	00924825
anomaly:	07339098	_derivationally_related_form	04634833
anomaly:	00229934	_derivationally_related_form	01835276
anomaly:	01048210	_derivationally_related_form	11958742
anomaly:	02604657	_hypernym	10628644
anomaly:	08571459	_hypernym	01357831
anomaly:	10084635	_derivationally_related_form	02030424
anomaly:	02614482	_hypernym	00211110
anomaly:	01503061	_derivationally_related_form	00363493
anomaly:	04646548	_derivationally_related_form	01987228
13992738	_hypernym	13992514
anomaly:	13729428	_has_part	08967329
13409647	_hypernym	13409160
anomaly:	01759182	_derivationally_related_form	00872886
anomaly:	12023407	_hypernym	00356258
anomaly:	00286333	_derivationally_related_form	02102002
anomaly:	01191838	_derivationally_related_form	11612018
anomaly:	04868505	_also_see	04868148
anomaly:	01474209	_hypernym	10906048
anomaly:	04819026	_derivationally_related_form	02490877
anomaly:	02065026	_derivationally_related_form	01018630
anomaly:	03685962	_hypernym	04776699
anomaly:	00943281	_hypernym	07970406
anomaly:	14639921	_has_part	09095023
anomaly:	05892096	_hypernym	00036178
anomaly:	12966386	_derivationally_related_form	02535457
anomaly:	06544142	_derivationally_related_form	00470386
14934031	_derivationally_related_form	01975587
anomaly:	00424869	_hypernym	09815790
anomaly:	02282385	_hypernym	10055847
anomaly:	00457327	_member_meronym	12617739
anomaly:	02574072	_hypernym	10794014
anomaly:	08143163	_hypernym	07556970
anomaly:	00653620	_hypernym	01576695
anomaly:	10575089	_derivationally_related_form	09885416
anomaly:	13192898	_hypernym	01393339
00825089	_derivationally_related_form	00523645
anomaly:	06022291	_derivationally_related_form	07186148
anomaly:	00941990	_derivationally_related_form	02349212
anomaly:	08674344	_derivationally_related_form	05021535
anomaly:	00726300	_hypernym	01466828
anomaly:	01543426	_derivationally_related_form	01326730
anomaly:	12715914	_hypernym	09764201
anomaly:	04531098	_has_part	08725161
anomaly:	02080415	_hypernym	00556313
anomaly:	00314272	_hypernym	12778605
anomaly:	03327234	_derivationally_related_form	03676175
anomaly:	02425086	_hypernym	05785885
anomaly:	01282466	_derivationally_related_form	00123170
01272582	_hypernym	02499629
anomaly:	14500047	_derivationally_related_form	00027167
anomaly:	01716619	_derivationally_related_form	00302875
01746359	_hypernym	00968211
anomaly:	01286913	_member_meronym	01831078
anomaly:	10371450	_hypernym	00286928
anomaly:	02376958	_hypernym	10693824
anomaly:	01937579	_hypernym	00327362
00523645	_derivationally_related_form	00825089
anomaly:	01629093	_hypernym	00743344
00273257	_hypernym	00272910
anomaly:	00809654	_derivationally_related_form	06999233
anomaly:	10071332	_hypernym	02650050
anomaly:	00857923	_hypernym	01140471
anomaly:	01486241	_hypernym	04706290
anomaly:	01023574	_hypernym	12157769
anomaly:	02216547	_derivationally_related_form	02204242
anomaly:	12327209	_hypernym	00575741
anomaly:	00058002	_hypernym	01438208
anomaly:	02042067	_hypernym	12575089
anomaly:	11866078	_member_meronym	10682169
01804753	_hypernym	01804595
anomaly:	00584367	_derivationally_related_form	02543565
anomaly:	01935233	_derivationally_related_form	01813499
anomaly:	05748786	_member_meronym	12329473
anomaly:	00213343	_hypernym	01605630
anomaly:	11921200	_hypernym	01808374
anomaly:	10587227	_derivationally_related_form	01406092
anomaly:	00431893	_derivationally_related_form	02336129
anomaly:	07767847	_derivationally_related_form	04593866
anomaly:	10848122	_derivationally_related_form	00456740
00319214	_also_see	02153387
anomaly:	01465994	_member_meronym	12263738
anomaly:	05659365	_derivationally_related_form	07926642
anomaly:	09802050	_hypernym	11573660
anomaly:	04850996	_hypernym	01346978
anomaly:	01758180	_hypernym	09639382
anomaly:	01407065	_member_meronym	11994336
anomaly:	11817329	_hypernym	02262449
13743100	_hypernym	13742980
anomaly:	08085824	_member_meronym	12130549
anomaly:	02871963	_derivationally_related_form	04250850
anomaly:	02457825	_member_meronym	12939104
anomaly:	02764044	_has_part	09067277
anomaly:	00260648	_hypernym	02763740
anomaly:	12759273	_hypernym	06714697
anomaly:	01668603	_derivationally_related_form	02631349
anomaly:	04005340	_derivationally_related_form	00145218
anomaly:	02595702	_hypernym	01144133
anomaly:	02040113	_member_meronym	13028611
anomaly:	14429985	_derivationally_related_form	12414602
anomaly:	07400361	_member_meronym	13180534
anomaly:	01612084	_derivationally_related_form	03658373
anomaly:	12366675	_hypernym	00672433
anomaly:	09060768	_has_part	03084420
anomaly:	11700864	_derivationally_related_form	08173515
anomaly:	01586600	_member_meronym	12932966
anomaly:	02448185	_derivationally_related_form	02516594
anomaly:	02603056	_derivationally_related_form	08491027
anomaly:	01401772	_derivationally_related_form	12422399
anomaly:	12992464	_hypernym	02109190
anomaly:	10240921	_member_meronym	12766043
anomaly:	12394638	_hypernym	01207609
anomaly:	00954086	_derivationally_related_form	14560612
anomaly:	06295235	_hypernym	08905313
01800195	_hypernym	01799302
anomaly:	01593705	_member_meronym	12438977
anomaly:	02410702	_hypernym	05926676
anomaly:	00531904	_member_meronym	12394638
anomaly:	00783527	_hypernym	13118707
anomaly:	00962129	_derivationally_related_form	05736149
anomaly:	12078954	_hypernym	02241799
anomaly:	01160729	_hypernym	12170585
anomaly:	00468583	_hypernym	02632940
anomaly:	04208210	_derivationally_related_form	02693895
03894762	_hypernym	03610270
anomaly:	02217266	_derivationally_related_form	00722848
anomaly:	04946877	_hypernym	10323752
anomaly:	01383511	_derivationally_related_form	02869249
00111222	_hypernym	00110964
anomaly:	14422035	_derivationally_related_form	07668215
anomaly:	02274482	_derivationally_related_form	00931040
anomaly:	02275372	_derivationally_related_form	00335988
anomaly:	14994328	_derivationally_related_form	01405044
anomaly:	00695300	_derivationally_related_form	08567600
anomaly:	01443021	_derivationally_related_form	00492706
anomaly:	14420464	_derivationally_related_form	10183556
anomaly:	00563100	_hypernym	07512465
anomaly:	03916031	_derivationally_related_form	08585657
anomaly:	02431976	_hypernym	01437254
02295717	_hypernym	02295550
01800042	_member_meronym	01800195
anomaly:	01012073	_derivationally_related_form	10040789
anomaly:	02404186	_hypernym	04272638
14461679	_hypernym	14461231
anomaly:	09721244	_derivationally_related_form	10658304
anomaly:	00800270	_hypernym	03005920
anomaly:	00239321	_verb_group	01719921
anomaly:	06599788	_derivationally_related_form	08106934
anomaly:	08961630	_derivationally_related_form	01564144
anomaly:	00921790	_member_meronym	11991080
anomaly:	07290905	_derivationally_related_form	03113881
anomaly:	07786164	_derivationally_related_form	05053688
anomaly:	03679986	_member_meronym	02190015
anomaly:	00933821	_derivationally_related_form	00483181
anomaly:	00847340	_derivationally_related_form	01127215
anomaly:	07366145	_derivationally_related_form	01662622
anomaly:	03276179	_derivationally_related_form	00840363
anomaly:	00531302	_derivationally_related_form	02025829
anomaly:	07973088	_derivationally_related_form	07202579
anomaly:	00763132	_synset_domain_topic_of	02121808
anomaly:	02950482	_derivationally_related_form	14180327
14865316	_hypernym	14864961
anomaly:	01176567	_derivationally_related_form	01198779
anomaly:	00173338	_derivationally_related_form	01970348
anomaly:	02031158	_member_meronym	13199717
anomaly:	08270662	_derivationally_related_form	10609556
anomaly:	02140033	_derivationally_related_form	02357228
anomaly:	11446242	_derivationally_related_form	03024882
anomaly:	02689299	_member_meronym	02347865
anomaly:	04990220	_derivationally_related_form	02945820
anomaly:	00104299	_derivationally_related_form	01403785
13884740	_hypernym	13884511
02617567	_hypernym	00341560
01975587	_derivationally_related_form	14934031
05055503	_hypernym	05055278
anomaly:	00829170	_derivationally_related_form	01557774
anomaly:	13148791	_derivationally_related_form	14394094
01996574	_also_see	00780191
anomaly:	05282746	_has_part	08589351
anomaly:	00051060	_derivationally_related_form	02493666
anomaly:	02638845	_derivationally_related_form	04360501
anomaly:	00850192	_derivationally_related_form	03258730
anomaly:	02196378	_derivationally_related_form	01011031
anomaly:	00628491	_derivationally_related_form	03285912
anomaly:	12689808	_hypernym	05418717
anomaly:	03287459	_hypernym	00259927
anomaly:	01999218	_hypernym	14080622
anomaly:	12254014	_hypernym	00006484
anomaly:	02262601	_hypernym	09062320
anomaly:	04076713	_hypernym	00708538
anomaly:	03045337	_hypernym	01695567
anomaly:	03828465	_hypernym	00577068
anomaly:	02396205	_derivationally_related_form	01854132
anomaly:	00427397	_hypernym	14388910
anomaly:	14778019	_hypernym	00547022
anomaly:	02592667	_derivationally_related_form	10691148
anomaly:	14164190	_hypernym	12705013
anomaly:	14168792	_hypernym	04630689
anomaly:	00951626	_hypernym	03842156
anomaly:	02011668	_hypernym	00019613
anomaly:	11600671	_hypernym	02735688
anomaly:	14133985	_hypernym	00720565
anomaly:	07189411	_hypernym	05412649
anomaly:	00343334	_derivationally_related_form	01548576
anomaly:	01819554	_derivationally_related_form	01853542
anomaly:	00040152	_derivationally_related_form	00173338
anomaly:	01556921	_hypernym	05287882
anomaly:	08511970	_derivationally_related_form	00088725
anomaly:	02362194	_hypernym	03315023
anomaly:	04821084	_derivationally_related_form	01578513
anomaly:	00208277	_derivationally_related_form	03292362
anomaly:	06428792	_hypernym	14552802
anomaly:	01415585	_hypernym	02818254
anomaly:	05924519	_derivationally_related_form	04569520
anomaly:	13059485	_hypernym	13576101
anomaly:	03193597	_hypernym	01139194
anomaly:	14036539	_hypernym	03763133
anomaly:	01353169	_derivationally_related_form	07180183
anomaly:	14886579	_hypernym	07412092
anomaly:	02490877	_derivationally_related_form	09040601
anomaly:	01161017	_derivationally_related_form	00556193
anomaly:	00222135	_derivationally_related_form	01620436
anomaly:	10191388	_derivationally_related_form	13451348
anomaly:	12045860	_hypernym	02793495
anomaly:	05905348	_derivationally_related_form	01477224
anomaly:	10268629	_derivationally_related_form	01274341
anomaly:	03271574	_derivationally_related_form	10502046
anomaly:	01835496	_derivationally_related_form	07199922
anomaly:	10605848	_derivationally_related_form	02903204
anomaly:	01637368	_derivationally_related_form	14469014
anomaly:	04592741	_derivationally_related_form	07939638
anomaly:	00628491	_derivationally_related_form	01087559
anomaly:	05784242	_derivationally_related_form	08945277
anomaly:	05486510	_hypernym	12572546
anomaly:	05257737	_derivationally_related_form	02643574
anomaly:	07951464	_derivationally_related_form	00605023
anomaly:	02613860	_derivationally_related_form	14486767
anomaly:	00372448	_derivationally_related_form	01191975
anomaly:	08308497	_derivationally_related_form	03160309
02097047	_hypernym	02096756
anomaly:	01430633	_derivationally_related_form	00322488
anomaly:	14461679	_hypernym	12074408
anomaly:	00067545	_derivationally_related_form	00385266
anomaly:	05521111	_hypernym	00097504
anomaly:	02652158	_derivationally_related_form	02107588
anomaly:	00675219	_derivationally_related_form	02263346
anomaly:	02386388	_hypernym	13459322
anomaly:	15160579	_hypernym	11534677
anomaly:	04049098	_hypernym	09976429
anomaly:	00146572	_derivationally_related_form	02213074
anomaly:	01542252	_derivationally_related_form	10656223
anomaly:	00874621	_derivationally_related_form	14425974
anomaly:	00674158	_derivationally_related_form	05138208
anomaly:	00337404	_derivationally_related_form	00647770
anomaly:	04460634	_derivationally_related_form	01189282
anomaly:	06276902	_hypernym	00872886
anomaly:	08640111	_derivationally_related_form	00709205
anomaly:	01572328	_hypernym	04461294
anomaly:	07498210	_hypernym	14662574
anomaly:	03491178	_hypernym	00106843
anomaly:	04190747	_derivationally_related_form	13216238
anomaly:	06880533	_derivationally_related_form	00677808
anomaly:	10178917	_derivationally_related_form	00198631
anomaly:	01020934	_derivationally_related_form	01250908
anomaly:	10719267	_derivationally_related_form	07170753
anomaly:	01015244	_derivationally_related_form	06828818
anomaly:	02479990	_hypernym	13498404
anomaly:	02045790	_derivationally_related_form	00712135
anomaly:	01723224	_hypernym	04360501
anomaly:	01259211	_derivationally_related_form	06437824
anomaly:	10140783	_derivationally_related_form	02685390
anomaly:	00764588	_derivationally_related_form	01078783
anomaly:	08463647	_derivationally_related_form	01765908
anomaly:	07743224	_hypernym	07974025
anomaly:	09184136	_hypernym	05512139
anomaly:	00458754	_derivationally_related_form	00961001
anomaly:	14035298	_hypernym	06427831
anomaly:	04101497	_derivationally_related_form	05148699
anomaly:	13518963	_derivationally_related_form	01688771
anomaly:	00601378	_has_part	08803883
anomaly:	01076488	_derivationally_related_form	10094584
anomaly:	04277034	_hypernym	06741305
anomaly:	07423899	_hypernym	07578879
anomaly:	01085677	_hypernym	00002452
anomaly:	03200357	_hypernym	00214951
13913849	_hypernym	13863602
anomaly:	01665238	_hypernym	04360501
00563100	_hypernym	00562882
anomaly:	00070965	_hypernym	03487090
anomaly:	02378623	_derivationally_related_form	02059462
anomaly:	08840749	_derivationally_related_form	06544142
anomaly:	00081725	_derivationally_related_form	02448185
anomaly:	01928838	_derivationally_related_form	01497750
anomaly:	02396716	_derivationally_related_form	00660957
anomaly:	05074374	_derivationally_related_form	00111129
anomaly:	12185859	_derivationally_related_form	05317191
anomaly:	09206375	_derivationally_related_form	03075768
anomaly:	02747922	_derivationally_related_form	14043882
anomaly:	02034671	_derivationally_related_form	02971672
anomaly:	01805684	_hypernym	00177127
anomaly:	09303008	_hypernym	02463704
02388764	_hypernym	02388403
anomaly:	01562061	_hypernym	00034213
anomaly:	07125096	_derivationally_related_form	14698698
anomaly:	02262542	_derivationally_related_form	12374238
anomaly:	06313457	_hypernym	02544596
anomaly:	06705984	_derivationally_related_form	00395333
08596336	_hypernym	08678783
anomaly:	09713108	_hypernym	05982152
anomaly:	14798450	_derivationally_related_form	00058519
anomaly:	02423589	_derivationally_related_form	03308853
anomaly:	02527651	_hypernym	13860281
anomaly:	09804343	_hypernym	04081844
anomaly:	08287844	_hypernym	00639975
anomaly:	06417279	_hypernym	00706975
anomaly:	10682599	_hypernym	00177448
anomaly:	13472518	_hypernym	07555184
anomaly:	00127286	_derivationally_related_form	10322391
anomaly:	13296089	_hypernym	03532342
anomaly:	14160179	_hypernym	02327200
anomaly:	02311260	_derivationally_related_form	07553964
anomaly:	07508486	_derivationally_related_form	10048001
anomaly:	00927430	_derivationally_related_form	12198140
anomaly:	02582615	_hypernym	10739636
anomaly:	01789740	_derivationally_related_form	10048001
anomaly:	06833890	_hypernym	00049003
anomaly:	01048718	_derivationally_related_form	00234725
01763303	_hypernym	01767612
anomaly:	00431327	_derivationally_related_form	11542341
01008801	_hypernym	00939628
