#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
anomaly:	05157866	_hypernym	09338013
anomaly:	00599472	_derivationally_related_form	13458571
anomaly:	02753881	_hypernym	01504437
anomaly:	02093390	_derivationally_related_form	00602255
anomaly:	06552984	_derivationally_related_form	00327031
anomaly:	14138691	_derivationally_related_form	05578911
anomaly:	10605848	_derivationally_related_form	02903204
anomaly:	02510337	_hypernym	04224671
anomaly:	14753414	_derivationally_related_form	00798539
anomaly:	00081725	_derivationally_related_form	02448185
anomaly:	10705615	_derivationally_related_form	00103317
anomaly:	03619890	_hypernym	02072849
anomaly:	02709906	_derivationally_related_form	13253255
anomaly:	00033615	_derivationally_related_form	01219075
anomaly:	04076713	_hypernym	00708538
anomaly:	01524523	_derivationally_related_form	02666239
anomaly:	00140393	_hypernym	06986894
anomaly:	00093163	_hypernym	13600822
anomaly:	00238022	_hypernym	15047313
anomaly:	02333689	_derivationally_related_form	03803911
anomaly:	07528212	_derivationally_related_form	14031108
anomaly:	13566535	_derivationally_related_form	13207923
anomaly:	01703023	_derivationally_related_form	06552814
anomaly:	02403454	_derivationally_related_form	02163746
anomaly:	10000787	_derivationally_related_form	00269963
anomaly:	04539876	_hypernym	01970826
anomaly:	01798452	_hypernym	13139055
anomaly:	12727518	_hypernym	04565375
anomaly:	04703424	_hypernym	03278248
anomaly:	02326198	_derivationally_related_form	13164583
anomaly:	00453424	_hypernym	03818843
anomaly:	04521125	_hypernym	07515790
anomaly:	02769075	_hypernym	01884703
anomaly:	03673971	_derivationally_related_form	06776138
anomaly:	02641035	_hypernym	08771116
anomaly:	04952570	_derivationally_related_form	09879144
anomaly:	00211462	_derivationally_related_form	04666837
anomaly:	00697589	_derivationally_related_form	09026780
anomaly:	03102859	_derivationally_related_form	01161290
anomaly:	00793785	_derivationally_related_form	00422090
anomaly:	03546340	_derivationally_related_form	07443761
anomaly:	01134522	_derivationally_related_form	14449126
anomaly:	03693089	_derivationally_related_form	00922867
anomaly:	14398523	_hypernym	02526085
anomaly:	07452841	_derivationally_related_form	00092293
anomaly:	00070965	_hypernym	03487090
anomaly:	06566949	_hypernym	00737188
anomaly:	00218753	_derivationally_related_form	05407119
anomaly:	07065740	_hypernym	01209220
anomaly:	14133985	_hypernym	00720565
anomaly:	07743224	_hypernym	07974025
anomaly:	00766234	_hypernym	02676261
anomaly:	01677858	_derivationally_related_form	04780605
anomaly:	13268146	_derivationally_related_form	13515958
anomaly:	01547001	_derivationally_related_form	00771490
anomaly:	06943771	_hypernym	07142566
anomaly:	02907473	_derivationally_related_form	13137409
14774894	_hypernym	14774699
anomaly:	00093163	_derivationally_related_form	11253802
02097047	_hypernym	02096756
anomaly:	02330742	_derivationally_related_form	04977561
anomaly:	07746334	_derivationally_related_form	00592652
anomaly:	04171459	_hypernym	00365995
anomaly:	06764867	_derivationally_related_form	05657718
anomaly:	02747922	_derivationally_related_form	14043882
anomaly:	02034671	_derivationally_related_form	02971672
anomaly:	03783017	_hypernym	10155849
anomaly:	15160579	_hypernym	11534677
anomaly:	00447771	_hypernym	03098140
anomaly:	00863906	_derivationally_related_form	02670890
anomaly:	12548280	_hypernym	11516113
anomaly:	00335814	_derivationally_related_form	04728786
anomaly:	00744070	_derivationally_related_form	00538571
anomaly:	00296585	_derivationally_related_form	13423615
anomaly:	11810559	_hypernym	04511002
anomaly:	01716619	_derivationally_related_form	00302875
anomaly:	01668603	_derivationally_related_form	02631349
anomaly:	02386388	_hypernym	13459322
anomaly:	14379829	_hypernym	11630890
02924554	_hypernym	06605396
anomaly:	02979662	_derivationally_related_form	02155248
anomaly:	07326880	_derivationally_related_form	02662239
anomaly:	02869097	_derivationally_related_form	10118844
anomaly:	00141396	_derivationally_related_form	02077656
anomaly:	02519555	_derivationally_related_form	08398179
anomaly:	04993413	_hypernym	02141973
anomaly:	00608372	_hypernym	14586258
anomaly:	00147815	_derivationally_related_form	01632411
anomaly:	08192361	_hypernym	13594585
anomaly:	04960582	_hypernym	00987071
anomaly:	00410247	_derivationally_related_form	02459173
anomaly:	00431327	_derivationally_related_form	11542341
anomaly:	09994943	_derivationally_related_form	02173513
anomaly:	13599547	_derivationally_related_form	00773402
anomaly:	07723559	_hypernym	05701944
anomaly:	05876469	_derivationally_related_form	13451804
13409647	_hypernym	13409160
anomaly:	02486787	_derivationally_related_form	13660619
anomaly:	10538154	_hypernym	14207809
anomaly:	01006675	_derivationally_related_form	04708113
anomaly:	05372290	_derivationally_related_form	01808769
anomaly:	01623792	_hypernym	06639674
anomaly:	12145477	_hypernym	02994448
01594978	_also_see	02587239
anomaly:	08840749	_derivationally_related_form	06544142
anomaly:	01040646	_derivationally_related_form	02588286
anomaly:	02631238	_derivationally_related_form	07320302
anomaly:	03065424	_hypernym	01070102
anomaly:	00955601	_derivationally_related_form	02515214
anomaly:	00184802	_hypernym	02603673
14865316	_hypernym	14864961
anomaly:	03364340	_derivationally_related_form	10429965
anomaly:	01286799	_derivationally_related_form	12874783
anomaly:	03370927	_hypernym	00031921
anomaly:	01253060	_derivationally_related_form	04807776
anomaly:	08270662	_derivationally_related_form	10609556
anomaly:	02490877	_derivationally_related_form	09040601
anomaly:	00321148	_derivationally_related_form	02702120
anomaly:	11694664	_derivationally_related_form	13845838
anomaly:	04373894	_derivationally_related_form	02535896
anomaly:	03599761	_derivationally_related_form	00429713
anomaly:	08806897	_derivationally_related_form	05020358
anomaly:	05785311	_hypernym	01285440
anomaly:	00328128	_hypernym	05767733
anomaly:	00239321	_verb_group	01719921
anomaly:	01447257	_derivationally_related_form	05648459
anomaly:	04868505	_also_see	04868148
anomaly:	01626844	_derivationally_related_form	12628356
anomaly:	04101497	_derivationally_related_form	05148699
anomaly:	02304648	_derivationally_related_form	14959644
anomaly:	01915414	_derivationally_related_form	00034574
anomaly:	14379130	_hypernym	12160490
anomaly:	12853287	_has_part	05421414
anomaly:	01759182	_derivationally_related_form	00872886
anomaly:	02588122	_hypernym	03814906
anomaly:	00575970	_hypernym	00785962
anomaly:	01401772	_derivationally_related_form	12422399
anomaly:	02384686	_derivationally_related_form	08348400
anomaly:	02065026	_derivationally_related_form	01018630
anomaly:	11168974	_derivationally_related_form	01313411
03125352	_hypernym	03894762
anomaly:	05404336	_derivationally_related_form	00053913
anomaly:	01965806	_hypernym	01867502
anomaly:	01966204	_hypernym	08211290
anomaly:	00764588	_derivationally_related_form	01078783
anomaly:	09804343	_hypernym	04081844
anomaly:	06791372	_derivationally_related_form	00120202
anomaly:	01288201	_derivationally_related_form	12482031
anomaly:	01645421	_hypernym	09973422
anomaly:	00200397	_hypernym	11555413
anomaly:	01937579	_hypernym	00327362
00826789	_hypernym	00825443
anomaly:	02835887	_derivationally_related_form	02280132
anomaly:	04646548	_derivationally_related_form	01987228
anomaly:	00276214	_derivationally_related_form	05532641
anomaly:	00810729	_derivationally_related_form	02220461
anomaly:	14798450	_derivationally_related_form	00058519
anomaly:	10502329	_derivationally_related_form	00133668
anomaly:	04706290	_derivationally_related_form	08030481
anomaly:	00192051	_hypernym	12476510
anomaly:	01430633	_derivationally_related_form	00322488
anomaly:	01523986	_derivationally_related_form	12347490
anomaly:	00093327	_derivationally_related_form	11732857
anomaly:	08961630	_derivationally_related_form	01564144
anomaly:	12443323	_derivationally_related_form	10057714
anomaly:	14160179	_hypernym	02327200
anomaly:	08046346	_derivationally_related_form	06796642
anomaly:	01550429	_hypernym	00023271
anomaly:	09991867	_hypernym	03182232
anomaly:	04758452	_derivationally_related_form	00756331
anomaly:	00954086	_derivationally_related_form	14560612
anomaly:	01482887	_derivationally_related_form	02811936
anomaly:	01108627	_derivationally_related_form	02553428
anomaly:	15010703	_derivationally_related_form	02198014
anomaly:	03330947	_derivationally_related_form	05700401
04886402	_hypernym	04886101
anomaly:	10271525	_hypernym	07234230
anomaly:	01048210	_derivationally_related_form	11958742
anomaly:	00507485	_hypernym	04758452
anomaly:	10648033	_hypernym	05733583
anomaly:	08623927	_derivationally_related_form	07295047
anomaly:	01468238	_hypernym	01023820
anomaly:	02351870	_hypernym	05930736
anomaly:	09756637	_derivationally_related_form	08189659
anomaly:	05060189	_derivationally_related_form	07814925
anomaly:	02275372	_derivationally_related_form	00335988
00825089	_derivationally_related_form	00523645
anomaly:	11420139	_hypernym	12653762
anomaly:	02582615	_hypernym	10739636
anomaly:	00896141	_derivationally_related_form	01007222
anomaly:	01012073	_derivationally_related_form	10040789
anomaly:	10457597	_derivationally_related_form	00196084
anomaly:	01503061	_derivationally_related_form	00363493
anomaly:	01183373	_synset_domain_topic_of	01568630
anomaly:	13148791	_derivationally_related_form	14394094
12635955	_hypernym	12635744
anomaly:	07351612	_derivationally_related_form	09750891
anomaly:	03671272	_hypernym	00322847
anomaly:	00082870	_hypernym	12008252
anomaly:	02672859	_hypernym	00952963
anomaly:	14322699	_derivationally_related_form	01886045
anomaly:	01086945	_hypernym	02176261
anomaly:	01212519	_hypernym	13464820
anomaly:	04709253	_hypernym	02563182
anomaly:	07976936	_derivationally_related_form	06065819
00523645	_derivationally_related_form	00825089
anomaly:	02404186	_hypernym	04272638
anomaly:	01023574	_hypernym	12157769
anomaly:	12023407	_hypernym	00356258
anomaly:	02368280	_derivationally_related_form	00715868
anomaly:	08858942	_member_meronym	01389507
anomaly:	12722884	_derivationally_related_form	01345877
anomaly:	02758399	_hypernym	06367107
anomaly:	09206375	_derivationally_related_form	03075768
anomaly:	01282466	_derivationally_related_form	00123170
anomaly:	05658826	_derivationally_related_form	00612160
anomaly:	00286333	_derivationally_related_form	02102002
anomaly:	14994328	_derivationally_related_form	01405044
anomaly:	00584367	_derivationally_related_form	02543565
anomaly:	08822855	_derivationally_related_form	01315213
anomaly:	02852920	_derivationally_related_form	05919034
anomaly:	13905121	_derivationally_related_form	03827107
anomaly:	07290905	_derivationally_related_form	03113881
anomaly:	02829696	_derivationally_related_form	02722166
anomaly:	09857007	_hypernym	07811416
anomaly:	02953673	_hypernym	05729036
anomaly:	10587227	_derivationally_related_form	01406092
anomaly:	04022434	_derivationally_related_form	00870453
anomaly:	02080415	_hypernym	00556313
anomaly:	01453256	_derivationally_related_form	01656788
anomaly:	13296089	_hypernym	03532342
anomaly:	04628080	_hypernym	02343487
anomaly:	00857923	_hypernym	01140471
anomaly:	02062670	_derivationally_related_form	09488259
anomaly:	00431893	_derivationally_related_form	02336129
anomaly:	12966386	_derivationally_related_form	02535457
anomaly:	08780282	_derivationally_related_form	03236735
anomaly:	02604014	_hypernym	00240184
anomaly:	06713930	_hypernym	13954253
anomaly:	02686952	_hypernym	05952979
anomaly:	04248607	_derivationally_related_form	05199286
anomaly:	01966797	_hypernym	00142191
anomaly:	12545635	_hypernym	00191142
anomaly:	00468583	_hypernym	02632940
anomaly:	01307389	_derivationally_related_form	05147586
anomaly:	14421373	_hypernym	01843238
anomaly:	04400499	_derivationally_related_form	03255648
anomaly:	14429985	_derivationally_related_form	12414602
anomaly:	10182913	_derivationally_related_form	01912709
anomaly:	05892096	_hypernym	00036178
anomaly:	14033587	_derivationally_related_form	01420304
anomaly:	10595647	_derivationally_related_form	00164152
anomaly:	10736602	_hypernym	03005920
anomaly:	03716327	_derivationally_related_form	00072012
anomaly:	05659365	_derivationally_related_form	07926642
anomaly:	01411085	_derivationally_related_form	14960090
anomaly:	12060816	_derivationally_related_form	02262278
anomaly:	02216547	_derivationally_related_form	02204242
anomaly:	00457327	_member_meronym	12617739
anomaly:	02306433	_hypernym	00063652
01746359	_hypernym	00968211
anomaly:	02894605	_derivationally_related_form	13583724
anomaly:	14639921	_has_part	09095023
anomaly:	07400361	_member_meronym	13180534
anomaly:	06295235	_hypernym	08905313
00291286	_hypernym	02767308
anomaly:	14257779	_member_meronym	02544754
anomaly:	12494629	_member_meronym	04288272
anomaly:	06333653	_derivationally_related_form	00924825
anomaly:	12588156	_has_part	04021798
anomaly:	01014066	_hypernym	11288216
anomaly:	02499434	_verb_group	00975584
anomaly:	02042067	_hypernym	12575089
anomaly:	13729428	_has_part	08967329
anomaly:	09060768	_has_part	03084420
anomaly:	04819026	_derivationally_related_form	02490877
anomaly:	02764044	_has_part	09067277
anomaly:	09798534	_hypernym	12212361
anomaly:	04850996	_hypernym	01346978
anomaly:	03327234	_derivationally_related_form	03676175
anomaly:	04005340	_derivationally_related_form	00145218
anomaly:	08143163	_hypernym	07556970
anomaly:	00943281	_hypernym	07970406
anomaly:	12921868	_hypernym	10515194
anomaly:	14500047	_derivationally_related_form	00027167
anomaly:	01177033	_hypernym	01351754
anomaly:	10371450	_hypernym	00286928
anomaly:	05748786	_member_meronym	12329473
anomaly:	00563100	_hypernym	07512465
anomaly:	01474209	_hypernym	10906048
anomaly:	00813790	_hypernym	05050115
anomaly:	03685962	_hypernym	04776699
01996574	_also_see	00780191
anomaly:	01758180	_hypernym	09639382
anomaly:	09854915	_hypernym	01577635
anomaly:	02282385	_hypernym	10055847
anomaly:	02604657	_hypernym	10628644
anomaly:	05786184	_hypernym	12844939
anomaly:	08085824	_member_meronym	12130549
anomaly:	12327209	_hypernym	00575741
anomaly:	07973088	_derivationally_related_form	07202579
anomaly:	05263732	_member_meronym	08960987
anomaly:	14422035	_derivationally_related_form	07668215
anomaly:	02603056	_derivationally_related_form	08491027
anomaly:	06777794	_hypernym	13203842
anomaly:	14064044	_member_meronym	12859488
04868505	_hypernym	04868148
anomaly:	00260648	_hypernym	02763740
anomaly:	14420464	_derivationally_related_form	10183556
anomaly:	03462747	_has_part	06435651
anomaly:	11866078	_member_meronym	10682169
anomaly:	02121511	_hypernym	12815060
anomaly:	02595702	_hypernym	01144133
anomaly:	02218173	_hypernym	11579418
anomaly:	02040113	_member_meronym	13028611
anomaly:	01935233	_derivationally_related_form	01813499
anomaly:	01543426	_derivationally_related_form	01326730
anomaly:	02457825	_member_meronym	12939104
anomaly:	02574072	_hypernym	10794014
anomaly:	02689299	_member_meronym	02347865
anomaly:	00058002	_hypernym	01438208
anomaly:	02431976	_hypernym	01437254
anomaly:	01486241	_hypernym	04706290
anomaly:	01629093	_hypernym	00743344
anomaly:	07818689	_member_meronym	01917611
anomaly:	01176567	_derivationally_related_form	01198779
anomaly:	03526805	_hypernym	02721160
anomaly:	00424869	_hypernym	09815790
anomaly:	01845272	_member_meronym	12697514
anomaly:	00314272	_hypernym	12778605
anomaly:	03276179	_derivationally_related_form	00840363
anomaly:	12156484	_hypernym	00885217
anomaly:	13192898	_hypernym	01393339
anomaly:	02614181	_derivationally_related_form	01189604
anomaly:	02376958	_hypernym	10693824
anomaly:	01407065	_member_meronym	11994336
anomaly:	13151975	_member_meronym	01387617
anomaly:	02425086	_hypernym	05785885
anomaly:	01465994	_member_meronym	12263738
anomaly:	01191838	_derivationally_related_form	11612018
anomaly:	12787846	_hypernym	00623151
anomaly:	00921790	_member_meronym	11991080
anomaly:	01160729	_hypernym	12170585
anomaly:	07897600	_hypernym	00027807
anomaly:	08674344	_derivationally_related_form	05021535
anomaly:	02363358	_member_meronym	13063936
anomaly:	02628961	_hypernym	02353861
03894762	_hypernym	03610270
02295717	_hypernym	02295550
anomaly:	12715914	_hypernym	09764201
02617567	_hypernym	00341560
anomaly:	00783527	_hypernym	13118707
anomaly:	05941037	_member_meronym	12610740
anomaly:	02345856	_derivationally_related_form	07172557
01800042	_member_meronym	01800195
anomaly:	04208210	_derivationally_related_form	02693895
anomaly:	01286913	_member_meronym	01831078
anomaly:	02871963	_derivationally_related_form	04250850
anomaly:	00941990	_derivationally_related_form	02349212
anomaly:	07786164	_derivationally_related_form	05053688
anomaly:	12394638	_hypernym	01207609
anomaly:	05717747	_hypernym	01819147
anomaly:	02410702	_hypernym	05926676
anomaly:	01586600	_member_meronym	12932966
anomaly:	11921200	_hypernym	01808374
anomaly:	06544142	_derivationally_related_form	00470386
anomaly:	00213343	_hypernym	01605630
01800195	_hypernym	01799302
anomaly:	02614482	_hypernym	00211110
anomaly:	01998019	_member_meronym	12061104
anomaly:	10848122	_derivationally_related_form	00456740
anomaly:	12078954	_hypernym	02241799
anomaly:	03916031	_derivationally_related_form	08585657
anomaly:	00531904	_member_meronym	12394638
anomaly:	01721718	_hypernym	06647614
anomaly:	02217266	_derivationally_related_form	00722848
anomaly:	12366675	_hypernym	00672433
anomaly:	00726300	_hypernym	01466828
anomaly:	01443021	_derivationally_related_form	00492706
anomaly:	06599788	_derivationally_related_form	08106934
anomaly:	00331655	_derivationally_related_form	01315140
13743100	_hypernym	13742980
anomaly:	00036580	_derivationally_related_form	06416206
anomaly:	00229934	_derivationally_related_form	01835276
anomaly:	12992464	_hypernym	02109190
anomaly:	10575089	_derivationally_related_form	09885416
anomaly:	13366912	_derivationally_related_form	13444940
anomaly:	02448185	_derivationally_related_form	02516594
anomaly:	09721244	_derivationally_related_form	10658304
anomaly:	02031158	_member_meronym	13199717
anomaly:	00800270	_hypernym	03005920
anomaly:	02140033	_derivationally_related_form	02357228
anomaly:	10240921	_member_meronym	12766043
anomaly:	11446242	_derivationally_related_form	03024882
anomaly:	02230772	_also_see	00081671
anomaly:	00829170	_derivationally_related_form	01557774
anomaly:	02274482	_derivationally_related_form	00931040
anomaly:	00104299	_derivationally_related_form	01403785
anomaly:	01612084	_derivationally_related_form	03658373
anomaly:	08108972	_derivationally_related_form	00584367
anomaly:	04946877	_hypernym	10323752
anomaly:	00695300	_derivationally_related_form	08567600
anomaly:	00531302	_derivationally_related_form	02025829
anomaly:	02761392	_hypernym	02955767
anomaly:	05282746	_has_part	08589351
anomaly:	00051060	_derivationally_related_form	02493666
anomaly:	02196378	_derivationally_related_form	01011031
anomaly:	08640111	_derivationally_related_form	00709205
anomaly:	01819554	_derivationally_related_form	01853542
anomaly:	00921072	_derivationally_related_form	00255389
anomaly:	00780148	_derivationally_related_form	04695176
anomaly:	01161017	_derivationally_related_form	00556193
anomaly:	00372448	_derivationally_related_form	01191975
anomaly:	10191388	_derivationally_related_form	13451348
anomaly:	01020934	_derivationally_related_form	01250908
anomaly:	00328885	_derivationally_related_form	05774614
anomaly:	02638845	_derivationally_related_form	04360501
anomaly:	00803325	_derivationally_related_form	00058265
anomaly:	04821084	_derivationally_related_form	01578513
anomaly:	00343334	_derivationally_related_form	01548576
anomaly:	00628491	_derivationally_related_form	01087559
anomaly:	00858341	_derivationally_related_form	07434473
anomaly:	10268629	_derivationally_related_form	01274341
anomaly:	05257737	_derivationally_related_form	02643574
anomaly:	00284930	_derivationally_related_form	10038929
anomaly:	01835496	_derivationally_related_form	07199922
anomaly:	02592667	_derivationally_related_form	10691148
anomaly:	05074374	_derivationally_related_form	00111129
anomaly:	05905348	_derivationally_related_form	01477224
anomaly:	00628491	_derivationally_related_form	03285912
anomaly:	06880533	_derivationally_related_form	00677808
anomaly:	10178917	_derivationally_related_form	00198631
anomaly:	03054098	_hypernym	05982915
anomaly:	08308497	_derivationally_related_form	03160309
anomaly:	00006484	_derivationally_related_form	02566528
anomaly:	11991080	_hypernym	14625458
anomaly:	12254014	_hypernym	00006484
anomaly:	04628080	_derivationally_related_form	14738752
anomaly:	02652158	_derivationally_related_form	02107588
anomaly:	05784242	_derivationally_related_form	08945277
anomaly:	00040152	_derivationally_related_form	00173338
anomaly:	03287459	_hypernym	00259927
anomaly:	00874621	_derivationally_related_form	14425974
anomaly:	11600671	_hypernym	02735688
anomaly:	14164190	_hypernym	12705013
anomaly:	01999218	_hypernym	14080622
anomaly:	02583958	_hypernym	03405265
anomaly:	01240514	_derivationally_related_form	00165942
anomaly:	08463647	_derivationally_related_form	01765908
anomaly:	00067545	_derivationally_related_form	00385266
anomaly:	01542252	_derivationally_related_form	10656223
anomaly:	03045337	_hypernym	01695567
anomaly:	02609764	_derivationally_related_form	05010062
anomaly:	05888929	_derivationally_related_form	14593671
anomaly:	14778019	_hypernym	00547022
anomaly:	02011668	_hypernym	00019613
anomaly:	14652104	_hypernym	01563005
anomaly:	00337404	_derivationally_related_form	00647770
anomaly:	00427397	_hypernym	14388910
anomaly:	05521111	_hypernym	00097504
anomaly:	08511970	_derivationally_related_form	00088725
anomaly:	14751417	_derivationally_related_form	05784699
anomaly:	01015244	_derivationally_related_form	06828818
anomaly:	07491708	_derivationally_related_form	09997212
anomaly:	03193597	_hypernym	01139194
anomaly:	02362194	_hypernym	03315023
anomaly:	02887209	_hypernym	07317764
anomaly:	00146572	_derivationally_related_form	02213074
anomaly:	00083260	_derivationally_related_form	09645091
anomaly:	07189411	_hypernym	05412649
anomaly:	14168792	_hypernym	04630689
anomaly:	01556921	_hypernym	05287882
anomaly:	06428792	_hypernym	14552802
anomaly:	09303008	_hypernym	02463704
anomaly:	00675219	_derivationally_related_form	02263346
anomaly:	10140783	_derivationally_related_form	02685390
anomaly:	12045860	_hypernym	02793495
anomaly:	04592741	_derivationally_related_form	07939638
anomaly:	00951626	_hypernym	03842156
anomaly:	14036539	_hypernym	03763133
anomaly:	02373578	_hypernym	09257949
anomaly:	01925372	_derivationally_related_form	00247792
anomaly:	01928838	_derivationally_related_form	01497750
anomaly:	00344125	_hypernym	04170037
anomaly:	02479990	_hypernym	13498404
anomaly:	04711435	_derivationally_related_form	02041678
anomaly:	01923637	_derivationally_related_form	10350220
anomaly:	01665238	_hypernym	04360501
anomaly:	05837370	_derivationally_related_form	00164201
anomaly:	01415585	_hypernym	02818254
anomaly:	02948072	_hypernym	00236592
anomaly:	01723224	_hypernym	04360501
anomaly:	02018207	_derivationally_related_form	02519991
anomaly:	00303056	_hypernym	09624168
anomaly:	13518963	_derivationally_related_form	01688771
02347220	_derivationally_related_form	02463205
anomaly:	02262601	_hypernym	09062320
anomaly:	03828465	_hypernym	00577068
anomaly:	02827883	_derivationally_related_form	00978369
anomaly:	04065464	_hypernym	12785724
anomaly:	04240576	_hypernym	01352059
anomaly:	03491178	_hypernym	00106843
anomaly:	01453188	_hypernym	08629508
anomaly:	14094350	_hypernym	10273064
anomaly:	08106934	_derivationally_related_form	13134947
anomaly:	00458754	_derivationally_related_form	00961001
anomaly:	04010205	_derivationally_related_form	00952214
anomaly:	13059485	_hypernym	13576101
anomaly:	01572328	_hypernym	04461294
anomaly:	00127286	_derivationally_related_form	10322391
anomaly:	02685951	_hypernym	13139647
anomaly:	01146576	_derivationally_related_form	14575180
anomaly:	03563200	_hypernym	05893653
anomaly:	12185859	_derivationally_related_form	05317191
anomaly:	00753685	_derivationally_related_form	00268314
anomaly:	05486510	_hypernym	12572546
anomaly:	13899804	_hypernym	04901326
anomaly:	00674158	_derivationally_related_form	05138208
anomaly:	07498210	_hypernym	14662574
anomaly:	02262542	_derivationally_related_form	12374238
anomaly:	02423589	_derivationally_related_form	03308853
anomaly:	09904837	_derivationally_related_form	11777929
anomaly:	01010334	_derivationally_related_form	02174662
anomaly:	06705984	_derivationally_related_form	00395333
anomaly:	06276902	_hypernym	00872886
anomaly:	01346978	_hypernym	03916720
anomaly:	14886579	_hypernym	07412092
anomaly:	04277034	_hypernym	06741305
13984082	_derivationally_related_form	00312648
anomaly:	01959187	_hypernym	00649482
anomaly:	04460634	_derivationally_related_form	01189282
anomaly:	08550076	_derivationally_related_form	04376400
13298935	_hypernym	13298701
anomaly:	08438533	_derivationally_related_form	07447022
00312648	_derivationally_related_form	13984082
anomaly:	01085677	_hypernym	00002452
anomaly:	04190747	_derivationally_related_form	13216238
anomaly:	01061017	_derivationally_related_form	00575970
anomaly:	07125096	_derivationally_related_form	14698698
anomaly:	01854132	_derivationally_related_form	11720353
anomaly:	05651680	_derivationally_related_form	01479643
anomaly:	09184136	_hypernym	05512139
anomaly:	03258730	_derivationally_related_form	13054560
anomaly:	01048718	_derivationally_related_form	00234725
anomaly:	02269829	_hypernym	00023271
anomaly:	07548366	_derivationally_related_form	02611002
anomaly:	02949511	_derivationally_related_form	10740219
anomaly:	14035298	_hypernym	06427831
